UNITID,OPEID6,INSTNM,CONTROL,MAIN,CIPCODE,CIPDESC,CREDLEV,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,EARN_COUNT_NWNE_HI_1YR,EARN_CNTOVER150_HI_1YR,EARN_COUNT_WNE_HI_1YR,EARN_MDN_HI_1YR,EARN_COUNT_NWNE_HI_2YR,EARN_CNTOVER150_HI_2YR,EARN_COUNT_WNE_HI_2YR,EARN_MDN_HI_2YR,BBRR2_FED_COMP_N,BBRR2_FED_COMP_DFLT,BBRR2_FED_COMP_DLNQ,BBRR2_FED_COMP_FBR,BBRR2_FED_COMP_DFR,BBRR2_FED_COMP_NOPROG,BBRR2_FED_COMP_MAKEPROG,BBRR2_FED_COMP_PAIDINFULL,BBRR2_FED_COMP_DISCHARGE,BBRR3_FED_COMP_N,BBRR3_FED_COMP_DFLT,BBRR3_FED_COMP_DLNQ,BBRR3_FED_COMP_FBR,BBRR3_FED_COMP_DFR,BBRR3_FED_COMP_NOPROG,BBRR3_FED_COMP_MAKEPROG,BBRR3_FED_COMP_PAIDINFULL,BBRR3_FED_COMP_DISCHARGE,EARN_COUNT_PELL_WNE_1YR,EARN_PELL_WNE_MDN_1YR,EARN_COUNT_NOPELL_WNE_1YR,EARN_NOPELL_WNE_MDN_1YR,EARN_COUNT_MALE_WNE_1YR,EARN_MALE_WNE_MDN_1YR,EARN_COUNT_NOMALE_WNE_1YR,EARN_NOMALE_WNE_MDN_1YR,EARN_COUNT_NE_3YR,EARN_NE_MDN_3YR,EARN_COUNT_WNE_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_PELL_NE_3YR,EARN_PELL_NE_MDN_3YR,EARN_COUNT_NOPELL_NE_3YR,EARN_NOPELL_NE_MDN_3YR,EARN_COUNT_MALE_NE_3YR,EARN_MALE_NE_MDN_3YR,EARN_COUNT_NOMALE_NE_3YR,EARN_NOMALE_NE_MDN_3YR,EARN_COUNT_NWNE_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_GT_THRESHOLD_1YR,EARN_COUNT_HIGH_CRED_1YR,EARN_IN_STATE_1YR,EARN_COUNT_NWNE_4YR,EARN_COUNT_WNE_4YR,EARN_MDN_4YR,EARN_GT_THRESHOLD_4YR,EARN_COUNT_PELL_WNE_4YR,EARN_PELL_WNE_MDN_4YR,EARN_COUNT_NOPELL_WNE_4YR,EARN_NOPELL_WNE_MDN_4YR,EARN_COUNT_MALE_WNE_4YR,EARN_MALE_WNE_MDN_4YR,EARN_COUNT_NOMALE_WNE_4YR,EARN_NOMALE_WNE_MDN_4YR,EARN_COUNT_HIGH_CRED_4YR,EARN_IN_STATE_4YR,BBRR1_FED_COMP_N,BBRR1_FED_COMP_DFLT,BBRR1_FED_COMP_DLNQ,BBRR1_FED_COMP_FBR,BBRR1_FED_COMP_DFR,BBRR1_FED_COMP_NOPROG,BBRR1_FED_COMP_MAKEPROG,BBRR1_FED_COMP_PAIDINFULL,BBRR1_FED_COMP_DISCHARGE,BBRR4_FED_COMP_N,BBRR4_FED_COMP_DFLT,BBRR4_FED_COMP_DLNQ,BBRR4_FED_COMP_FBR,BBRR4_FED_COMP_DFR,BBRR4_FED_COMP_NOPROG,BBRR4_FED_COMP_MAKEPROG,BBRR4_FED_COMP_PAIDINFULL,BBRR4_FED_COMP_DISCHARGE,DISTANCE,EARN_COUNT_NWNE_5YR,EARN_COUNT_WNE_5YR,EARN_MDN_5YR,EARN_GT_THRESHOLD_5YR,EARN_COUNT_PELL_WNE_5YR,EARN_PELL_WNE_MDN_5YR,EARN_COUNT_NOPELL_WNE_5YR,EARN_NOPELL_WNE_MDN_5YR,EARN_COUNT_MALE_WNE_5YR,EARN_MALE_WNE_MDN_5YR,EARN_COUNT_NOMALE_WNE_5YR,EARN_NOMALE_WNE_MDN_5YR,EARN_COUNT_HIGH_CRED_5YR,EARN_IN_STATE_5YR,EARN_COUNT_WNE_4YR_NAT,EARN_MDN_4YR_NAT,EARN_P25_4YR_NAT,EARN_P75_4YR_NAT
110635.0,1312,University of California-Berkeley,Public,1,5202,"Business Administration, Management and Operations.",3,Bachelor's Degree,409.0,428.0,6,207,224,74034,5,174,179,81456,171,<=0.10,<=0.10,<=0.10,<=0.10,<=0.10,0.40 - 0.49,0.40 - 0.49,<=0.10,158,<=0.10,<=0.10,<=0.10,<=0.10,<=0.10,0.40 - 0.49,0.40 - 0.49,<=0.10,120,84242,62,107201,98,90030,83,89666,187,95007,182,174,126,94746,60,106042,106,109223,81,87720,7,181,90008,162,PS,162,7,203,144599,PS,117,118947,59,126204,102,137014,73,109723,PS,144,143,<=0.10,<=0.10,0.30 - 0.39,<=0.10,<=0.10,0.20 - 0.29,0.20 - 0.29,<=0.10,158,<=0.10,<=0.10,0.30 - 0.39,<=0.10,<=0.10,0.10 - 0.19,0.50 - 0.59,<=0.10,1,9,177,145003,165,120,143009,57,145418,102,166668,75,128770,PS,140,183303,68257,47618,93584
110635.0,1312,University of California-Berkeley,Public,1,5202,"Business Administration, Management and Operations.",5,Master's Degree,13.0,15.0,0,PS,PS,PS,14,313,318,171936,84,<=0.20,<=0.20,<=0.20,<=0.20,<=0.20,<=0.20,0.40 - 0.59,<=0.20,170,<=0.10,<=0.10,<=0.10,<=0.10,<=0.10,0.10 - 0.19,0.70 - 0.79,<=0.10,PS,PS,PS,PS,PS,PS,PS,PS,334,191597,314,311,84,178188,250,192663,230,205454,103,170021,0,PS,PS,PS,PS,PS,18,PS,PS,PS,78,235976,239,235817,220,242629,96,213990,PS,222,PS,PS,PS,PS,PS,PS,PS,PS,PS,170,<=0.10,<=0.10,0.10 - 0.19,<=0.10,<=0.10,<=0.10,0.70 - 0.79,<=0.10,1,21,313,266651,307,77,272298,236,263660,214,276075,99,231528,PS,205,122193,103485,69982,153484
110635.0,1312,University of California-Berkeley,Public,1,5202,"Business Administration, Management and Operations.",6,Doctoral Degree,7.0,16.0,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,2226,113566,70833,164979
110635.0,1312,University of California-Berkeley,Public,1,5202,"Business Administration, Management and Operations.",7,First Professional Degree,,,15,376,384,166181,PS,PS,PS,PS,132,<=0.10,<=0.10,0.10 - 0.19,<=0.10,0.10 - 0.19,0.10 - 0.19,0.50 - 0.59,<=0.10,23,PS,PS,PS,PS,PS,PS,PS,PS,58,191756,152,215315,131,216796,79,192155,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,8,210,208670,205,PS,162,PS,387,258635,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,225,<=0.05,<=0.05,0.30 - 0.34,<=0.05,0.15 - 0.19,0.05 - 0.09,0.40 - 0.44,<=0.05,23,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1471,214836,143078,322932
110635.0,1312,University of California-Berkeley,Public,1,5202,"Business Administration, Management and Operations.",8,Graduate/Professional Certificate,0.0,0.0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS
110635.0,1312,University of California-Berkeley,Public,1,5213,Management Sciences and Quantitative Methods.,5,Master's Degree,673.0,637.0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS
110635.0,1312,University of California-Berkeley,Public,1,5213,Management Sciences and Quantitative Methods.,7,First Professional Degree,,,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,36,200039,97,205686,88,207943,45,181154,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,7,133,202958,132,PS,100,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,16,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,41,180735,134773,241395
110635.0,1312,University of California-Berkeley,Public,1,5401,History.,3,Bachelor's Degree,121.0,105.0,10,71,104,31678,8,54,76,32711,103,<=0.10,<=0.10,0.10 - 0.19,0.10 - 0.19,<=0.10,0.30 - 0.39,0.20 - 0.29,<=0.10,96,<=0.20,<=0.20,<=0.20,0.20 - 0.39,<=0.20,0.20 - 0.39,0.20 - 0.39,<=0.20,55,27225,25,37607,36,23863,44,40592,71,38662,61,51,PS,PS,23,51551,36,51123,34,29253,15,80,28849,38,PS,67,8,89,64755,PS,41,52832,23,57157,32,58906,30,53838,PS,43,90,<=0.20,<=0.20,0.40 - 0.59,<=0.20,<=0.20,0.20 - 0.39,<=0.20,<=0.20,96,<=0.20,<=0.20,0.20 - 0.39,<=0.20,<=0.20,<=0.20,0.20 - 0.39,<=0.20,1,9,59,62873,49,37,62172,19,64955,29,66930,30,58152,PS,38,23671,50680,36330,66736
110635.0,1312,University of California-Berkeley,Public,1,5401,History.,5,Master's Degree,19.0,7.0,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,2810,55360,40544,73546
110635.0,1312,University of California-Berkeley,Public,1,5401,History.,6,Doctoral Degree,17.0,9.0,1,PS,PS,PS,0,13,13,55964,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,826,70550,53413,92926
110644.0,1313,University of California-Davis,Public,1,101,Agricultural Business and Management.,3,Bachelor's Degree,11.0,12.0,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,5347,66647,48591,90381
110644.0,1313,University of California-Davis,Public,1,101,Agricultural Business and Management.,5,Master's Degree,0.0,0.0,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,304,90332,66050,123197
110644.0,1313,University of California-Davis,Public,1,101,Agricultural Business and Management.,6,Doctoral Degree,0.0,0.0,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,48,122650,110475,168873
110644.0,1313,University of California-Davis,Public,1,101,Agricultural Business and Management.,8,Graduate/Professional Certificate,0.0,0.0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS
110644.0,1313,University of California-Davis,Public,1,103,Agricultural Production Operations.,3,Bachelor's Degree,28.0,35.0,2,30,38,33073,0,19,23,36134,37,PS,PS,PS,PS,PS,0.40 - 0.59,PS,PS,47,PS,PS,PS,PS,0.20 - 0.39,0.40 - 0.59,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,55,43005,51,44,34,41777,21,50230,25,53234,PS,PS,1,PS,PS,PS,PS,PS,1,33,58236,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,16,24,PS,PS,0.40 - 0.59,PS,PS,PS,PS,PS,47,PS,PS,0.40 - 0.59,PS,PS,0.20 - 0.39,PS,PS,1,2,21,58685,17,PS,PS,PS,PS,PS,PS,PS,PS,PS,16,663,53588,37952,74432
110644.0,1313,University of California-Davis,Public,1,103,Agricultural Production Operations.,5,Master's Degree,8.0,9.0,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,10,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,10,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS
110644.0,1313,University of California-Davis,Public,1,107,International Agriculture.,3,Bachelor's Degree,13.0,13.0,2,PS,PS,PS,1,10,12,31781,14,PS,PS,PS,PS,PS,PS,PS,PS,10,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,2,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,10,PS,PS,PS,PS,PS,PS,PS,PS,1,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,59,56491,39972,87919
110644.0,1313,University of California-Davis,Public,1,107,International Agriculture.,5,Master's Degree,0.0,0.0,1,PS,PS,PS,0,16,18,29685,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,1,16,68183,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,48,60869,47743,96250
110644.0,1313,University of California-Davis,Public,1,109,Animal Sciences.,3,Bachelor's Degree,368.0,304.0,12,187,254,27988,13,156,198,28676,250,<=0.05,<=0.05,0.10 - 0.14,0.20 - 0.24,0.05 - 0.09,0.35 - 0.39,0.20 - 0.24,<=0.05,212,<=0.05,<=0.05,0.10 - 0.14,0.20 - 0.24,0.05 - 0.09,0.35 - 0.39,0.25 - 0.29,<=0.05,205,31418,73,33536,36,37839,242,32242,186,35998,172,147,149,34363,37,40216,26,34110,162,36187,17,277,32309,154,PS,240,9,247,48441,119,125,41451,39,43008,PS,PS,142,42376,PS,138,289,<=0.05,<=0.05,0.40 - 0.44,0.10 - 0.14,<=0.05,0.15 - 0.19,0.20 - 0.24,<=0.05,211,<=0.05,<=0.05,0.35 - 0.39,0.15 - 0.19,<=0.05,0.15 - 0.19,0.30 - 0.34,<=0.05,1,14,202,54122,167,141,52539,61,58502,30,58202,173,53456,41,166,6104,49634,36349,66880
110644.0,1313,University of California-Davis,Public,1,109,Animal Sciences.,5,Master's Degree,2.0,5.0,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,412,75394,54391,104637
110644.0,1313,University of California-Davis,Public,1,109,Animal Sciences.,6,Doctoral Degree,,,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,160,95778,69457,136718
110644.0,1313,University of California-Davis,Public,1,110,Food Science and Technology.,3,Bachelor's Degree,63.0,80.0,6,89,103,42648,6,71,86,39585,72,<=0.20,<=0.20,<=0.20,<=0.20,<=0.20,0.20 - 0.39,0.20 - 0.39,<=0.20,62,<=0.20,<=0.20,<=0.20,<=0.20,<=0.20,0.40 - 0.59,0.20 - 0.39,<=0.20,59,48135,16,55443,35,39616,41,58943,72,51441,62,57,57,52631,PS,PS,29,49834,43,54166,4,75,52084,55,PS,70,9,97,70571,PS,62,64442,25,63740,38,65755,49,62808,PS,78,65,<=0.20,<=0.20,0.20 - 0.39,<=0.20,<=0.20,0.20 - 0.39,0.20 - 0.39,<=0.20,62,<=0.20,<=0.20,0.20 - 0.39,<=0.20,<=0.20,<=0.20,0.40 - 0.59,<=0.20,1,10,85,72469,78,59,72417,26,71986,36,70641,49,72362,PS,76,1301,70873,54113,88238
110644.0,1313,University of California-Davis,Public,1,110,Food Science and Technology.,5,Master's Degree,20.0,9.0,0,PS,PS,PS,1,17,20,47260,11,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,2,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,3,16,86959,17,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,380,88332,65085,115796
110644.0,1313,University of California-Davis,Public,1,110,Food Science and Technology.,6,Doctoral Degree,7.0,7.0,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,50,107003,84964,131024
110644.0,1313,University of California-Davis,Public,1,111,Plant Sciences.,3,Bachelor's Degree,26.0,19.0,2,PS,PS,PS,0,13,18,36852,13,PS,PS,PS,PS,PS,PS,PS,PS,17,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,21,43873,17,PS,20,0,16,72335,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,14,PS,PS,PS,PS,PS,PS,PS,PS,17,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,2130,56567,41837,73901
110644.0,1313,University of California-Davis,Public,1,111,Plant Sciences.,5,Master's Degree,11.0,26.0,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,464,70814,51150,99123
110644.0,1313,University of California-Davis,Public,1,111,Plant Sciences.,6,Doctoral Degree,9.0,9.0,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,146,90502,69711,112482
110644.0,1313,University of California-Davis,Public,1,112,Soil Sciences.,3,Bachelor's Degree,0.0,0.0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS
110644.0,1313,University of California-Davis,Public,1,112,Soil Sciences.,5,Master's Degree,3.0,3.0,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,2,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,77,67016,54148,88771
110644.0,1313,University of California-Davis,Public,1,112,Soil Sciences.,6,Doctoral Degree,2.0,8.0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,24,81394,67530,93536
110644.0,1313,University of California-Davis,Public,1,180,Veterinary Medicine.,7,First Professional Degree,154.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,PS,PS,PS,PS,PS,PS,PS,PS,,,,,,,,,,,,,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,5174,131316,98934,172192
110644.0,1313,University of California-Davis,Public,1,181,Veterinary Biomedical and Clinical Sciences.,5,Master's Degree,11.0,20.0,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,0,PS,PS,PS,PS,PS,2,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,1,3,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,PS,259,119562,69889,181640
